"Time (s) Run #1","Position (m) Run #1","Velocity (m/s) Run #1","Acceleration (m/s²) Run #1","Time (s) Run #2","Position (m) Run #2","Velocity (m/s) Run #2","Acceleration (m/s²) Run #2","Time (s) Run #3","Position (m) Run #3","Velocity (m/s) Run #3","Acceleration (m/s²) Run #3","Time (s) Run #4","Position (m) Run #4","Velocity (m/s) Run #4","Acceleration (m/s²) Run #4","Time (s) Run #5","Position (m) Run #5","Velocity (m/s) Run #5","Acceleration (m/s²) Run #5","Time (s) Run #6","Position (m) Run #6","Velocity (m/s) Run #6","Acceleration (m/s²) Run #6","Time (s) Run #7","Position (m) Run #7","Velocity (m/s) Run #7","Acceleration (m/s²) Run #7","Time (s) Run #8","Position (m) Run #8","Velocity (m/s) Run #8","Acceleration (m/s²) Run #8","Time (s) Run #9","Position (m) Run #9","Velocity (m/s) Run #9","Acceleration (m/s²) Run #9","Time (s) Run #10","Position (m) Run #10","Velocity (m/s) Run #10","Acceleration (m/s²) Run #10","Time (s) Run #11","Position (m) Run #11","Velocity (m/s) Run #11","Acceleration (m/s²) Run #11","Time (s) Run #12","Position (m) Run #12","Velocity (m/s) Run #12","Acceleration (m/s²) Run #12","Time (s) Run #13","Position (m) Run #13","Velocity (m/s) Run #13","Acceleration (m/s²) Run #13","Time (s) Run #14","Position (m) Run #14","Velocity (m/s) Run #14","Acceleration (m/s²) Run #14","Time (s) Run #15","Position (m) Run #15","Velocity (m/s) Run #15","Acceleration (m/s²) Run #15","Time (s) Run #16","Position (m) Run #16","Velocity (m/s) Run #16","Acceleration (m/s²) Run #16","Time (s) Run #17","Position (m) Run #17","Velocity (m/s) Run #17","Acceleration (m/s²) Run #17","Time (s) Run #18","Position (m) Run #18","Velocity (m/s) Run #18","Acceleration (m/s²) Run #18","Time (s) Run #19","Position (m) Run #19","Velocity (m/s) Run #19","Acceleration (m/s²) Run #19"
1.200,0.60,0.34,1.03,1.200,0.61,0.26,0.14,1.200,0.64,0.20,-0.98,1.200,0.61,0.25,0.48,1.200,0.59,-0.07,1.41,1.200,0.61,-0.22,0.64,1.200,0.59,-0.06,1.37,1.200,0.66,-0.02,-1.63,1.200,0.65,0.12,-1.32,1.200,0.63,-0.30,-0.18,1.200,0.62,0.22,0.07,1.200,0.67,0.07,-1.90,1.200,0.62,0.25,-0.10,1.200,0.59,-0.22,1.26,1.200,0.65,-0.18,-1.32,1.200,0.63,0.23,-0.44,1.200,0.62,0.31,-0.12,1.200,0.63,-0.31,-0.40,1.200,0.66,0.14,-1.36
1.240,0.61,0.37,0.40,1.240,0.62,0.27,0.12,1.240,0.65,0.15,-1.29,1.240,0.62,0.26,0.05,1.240,0.59,-0.01,1.47,1.240,0.60,-0.19,1.01,1.240,0.59,0.00,1.40,1.240,0.66,-0.09,-1.49,1.240,0.66,0.06,-1.48,1.240,0.62,-0.30,0.34,1.240,0.63,0.21,-0.31,1.240,0.67,-0.01,-1.91,1.240,0.63,0.23,-0.52,1.240,0.59,-0.16,1.57,1.240,0.64,-0.23,-0.98,1.240,0.64,0.20,-0.94,1.240,0.63,0.29,-0.60,1.240,0.62,-0.31,0.16,1.240,0.66,0.08,-1.60
1.280,0.63,0.38,-0.27,1.280,0.62,0.29,0.01,1.280,0.66,0.09,-1.52,1.280,0.63,0.25,-0.34,1.280,0.59,0.05,1.44,1.280,0.59,-0.14,1.28,1.280,0.59,0.06,1.31,1.280,0.65,-0.15,-1.22,1.280,0.66,0.00,-1.45,1.280,0.60,-0.27,0.85,1.280,0.64,0.19,-0.71,1.280,0.66,-0.08,-1.84,1.280,0.64,0.20,-0.93,1.280,0.58,-0.09,1.78,1.280,0.63,-0.26,-0.53,1.280,0.65,0.15,-1.34,1.280,0.65,0.26,-1.04,1.280,0.61,-0.29,0.69,1.280,0.66,0.01,-1.78
1.320,0.64,0.35,-0.93,1.320,0.64,0.29,-0.79,1.320,0.66,0.03,-1.63,1.320,0.64,0.23,-0.77,1.320,0.59,0.10,1.31,1.320,0.59,-0.08,1.45,1.320,0.59,0.11,1.13,1.320,0.64,-0.19,-0.87,1.320,0.66,-0.05,-1.38,1.320,0.59,-0.23,1.29,1.320,0.65,0.15,-1.02,1.320,0.66,-0.16,-1.68,1.320,0.65,0.16,-1.24,1.320,0.58,-0.02,1.88,1.320,0.62,-0.27,-0.01,1.320,0.66,0.09,-1.60,1.320,0.66,0.21,-1.44,1.320,0.59,-0.25,1.17,1.320,0.66,-0.07,-1.79
1.360,0.66,0.30,-1.51,1.360,0.65,0.25,-1.68,1.360,0.66,-0.04,-1.60,1.360,0.65,0.19,-1.23,1.360,0.60,0.15,1.07,1.360,0.59,-0.02,1.52,1.360,0.60,0.15,0.93,1.360,0.63,-0.22,-0.47,1.360,0.65,-0.11,-1.27,1.360,0.59,-0.16,1.61,1.360,0.65,0.10,-1.21,1.360,0.65,-0.23,-1.27,1.360,0.66,0.10,-1.43,1.360,0.58,0.06,1.83,1.360,0.61,-0.26,0.49,1.360,0.66,0.02,-1.66,1.360,0.66,0.14,-1.76,1.360,0.59,-0.20,1.57,1.360,0.66,-0.14,-1.52
1.400,0.67,0.23,-1.99,1.400,0.66,0.13,-2.08,1.400,0.65,-0.11,-1.45,1.400,0.66,0.13,-1.63,1.400,0.60,0.19,0.76,1.400,0.59,0.04,1.49,1.400,0.61,0.18,0.72,1.400,0.63,-0.23,-0.05,1.400,0.65,-0.16,-1.08,1.400,0.58,-0.10,1.80,1.400,0.65,0.05,-1.35,1.400,0.64,-0.27,-0.67,1.400,0.66,0.04,-1.52,1.400,0.58,0.13,1.64,1.400,0.60,-0.23,0.92,1.400,0.66,-0.05,-1.51,1.400,0.67,0.06,-1.95,1.400,0.58,-0.13,1.86,1.400,0.65,-0.20,-1.08
1.440,0.67,0.14,-2.31,1.440,0.67,0.05,-1.94,1.440,0.65,-0.16,-1.19,1.440,0.66,0.05,-1.80,1.440,0.61,0.22,0.39,1.440,0.59,0.10,1.37,1.440,0.62,0.21,0.41,1.440,0.62,-0.22,0.35,1.440,0.64,-0.20,-0.77,1.440,0.58,-0.02,1.88,1.440,0.66,0.00,-1.47,1.440,0.63,-0.28,-0.12,1.440,0.66,-0.02,-1.54,1.440,0.59,0.19,1.36,1.440,0.59,-0.18,1.26,1.440,0.65,-0.11,-1.24,1.440,0.67,-0.02,-1.98,1.440,0.58,-0.04,2.01,1.440,0.64,-0.22,-0.68
1.480,0.68,0.04,-2.45,1.480,0.66,-0.01,-1.70,1.480,0.64,-0.20,-0.86,1.480,0.66,-0.02,-1.72,1.480,0.62,0.22,-0.01,1.480,0.59,0.15,1.17,1.480,0.62,0.22,-0.06,1.480,0.61,-0.20,0.69,1.480,0.63,-0.22,-0.39,1.480,0.58,0.06,1.83,1.480,0.65,-0.07,-1.49,1.480,0.62,-0.27,0.26,1.480,0.66,-0.08,-1.46,1.480,0.60,0.24,1.02,1.480,0.59,-0.13,1.55,1.480,0.65,-0.15,-0.97,1.480,0.67,-0.10,-1.85,1.480,0.58,0.04,2.00,1.480,0.63,-0.24,-0.34
1.520,0.68,-0.06,-2.41,1.520,0.66,-0.08,-1.79,1.520,0.63,-0.23,-0.48,1.520,0.66,-0.09,-1.52,1.520,0.63,0.22,-0.40,1.520,0.60,0.20,0.87,1.520,0.63,0.21,-0.57,1.520,0.60,-0.16,0.96,1.520,0.62,-0.23,0.03,1.520,0.58,0.13,1.65,1.520,0.65,-0.13,-1.31,1.520,0.61,-0.26,0.59,1.520,0.65,-0.14,-1.25,1.520,0.61,0.28,0.58,1.520,0.58,-0.06,1.73,1.520,0.64,-0.18,-0.73,1.520,0.66,-0.17,-1.59,1.520,0.58,0.12,1.84,1.520,0.62,-0.26,0.05
1.560,0.67,-0.16,-2.19,1.560,0.66,-0.15,-1.81,1.560,0.62,-0.24,-0.06,1.560,0.65,-0.14,-1.30,1.560,0.64,0.19,-0.76,1.560,0.61,0.23,0.51,1.560,0.64,0.17,-0.95,1.560,0.59,-0.12,1.17,1.560,0.61,-0.22,0.44,1.560,0.59,0.19,1.34,1.560,0.64,-0.18,-0.95,1.560,0.60,-0.23,1.03,1.560,0.65,-0.19,-0.96,1.560,0.62,0.29,0.03,1.560,0.58,0.02,1.76,1.560,0.63,-0.21,-0.42,1.560,0.65,-0.23,-1.25,1.560,0.58,0.19,1.55,1.560,0.61,-0.25,0.53
1.600,0.66,-0.24,-1.83,1.600,0.65,-0.24,-1.47,1.600,0.61,-0.24,0.36,1.600,0.65,-0.19,-1.02,1.600,0.65,0.15,-1.05,1.600,0.62,0.24,0.10,1.600,0.65,0.12,-1.15,1.600,0.59,-0.07,1.35,1.600,0.60,-0.19,0.80,1.600,0.60,0.24,0.94,1.600,0.64,-0.20,-0.55,1.600,0.59,-0.18,1.48,1.600,0.64,-0.22,-0.59,1.600,0.63,0.28,-0.57,1.600,0.58,0.09,1.62,1.600,0.62,-0.22,-0.05,1.600,0.64,-0.27,-0.83,1.600,0.59,0.25,1.15,1.600,0.60,-0.21,0.99
1.640,0.65,-0.31,-1.32,1.640,0.64,-0.28,-0.76,1.640,0.60,-0.21,0.76,1.640,0.64,-0.23,-0.66,1.640,0.65,0.10,-1.27,1.640,0.63,0.24,-0.35,1.640,0.65,0.08,-1.24,1.640,0.59,-0.01,1.49,1.640,0.60,-0.15,1.10,1.640,0.61,0.27,0.50,1.640,0.63,-0.22,-0.17,1.640,0.58,-0.10,1.76,1.640,0.63,-0.24,-0.17,1.640,0.65,0.25,-1.08,1.640,0.59,0.15,1.37,1.640,0.61,-0.21,0.33,1.640,0.63,-0.30,-0.34,1.640,0.61,0.29,0.67,1.640,0.59,-0.16,1.32
1.680,0.64,-0.35,-0.70,1.680,0.63,-0.29,-0.04,1.680,0.60,-0.17,1.11,1.680,0.63,-0.25,-0.23,1.680,0.65,0.05,-1.40,1.680,0.64,0.21,-0.77,1.680,0.65,0.03,-1.31,1.680,0.59,0.05,1.50,1.680,0.59,-0.10,1.33,1.680,0.62,0.28,0.05,1.680,0.62,-0.22,0.21,1.680,0.58,-0.03,1.84,1.680,0.62,-0.23,0.26,1.680,0.65,0.19,-1.44,1.680,0.60,0.20,1.06,1.680,0.61,-0.19,0.67,1.680,0.62,-0.30,0.21,1.680,0.62,0.30,0.15,1.680,0.59,-0.10,1.52
1.720,0.62,-0.37,-0.05,1.720,0.62,-0.28,0.23,1.720,0.59,-0.12,1.38,1.720,0.62,-0.25,0.21,1.720,0.66,-0.01,-1.44,1.720,0.65,0.17,-1.10,1.720,0.65,-0.03,-1.31,1.720,0.59,0.11,1.33,1.720,0.59,-0.04,1.50,1.720,0.63,0.28,-0.41,1.720,0.61,-0.20,0.58,1.720,0.58,0.05,1.78,1.720,0.61,-0.21,0.64,1.720,0.66,0.13,-1.68,1.720,0.61,0.24,0.68,1.720,0.60,-0.16,0.98,1.720,0.60,-0.28,0.75,1.720,0.63,0.30,-0.39,1.720,0.58,-0.04,1.64
1.760,0.61,-0.35,0.59,1.760,0.61,-0.26,0.40,1.760,0.59,-0.06,1.55,1.760,0.61,-0.23,0.64,1.760,0.65,-0.07,-1.38,1.760,0.65,0.12,-1.31,1.760,0.65,-0.08,-1.20,1.760,0.60,0.16,1.03,1.760,0.59,0.02,1.58,1.760,0.64,0.25,-0.89,1.760,0.60,-0.17,0.91,1.760,0.58,0.12,1.63,1.760,0.60,-0.18,0.98,1.760,0.66,0.05,-1.85,1.760,0.62,0.26,0.22,1.760,0.59,-0.11,1.22,1.760,0.59,-0.24,1.24,1.760,0.64,0.27,-0.90,1.760,0.58,0.03,1.69
1.800,0.59,-0.32,1.17,1.800,0.59,-0.26,0.89,1.800,0.58,0.01,1.59,1.800,0.60,-0.20,1.02,1.800,0.65,-0.12,-1.20,1.800,0.66,0.06,-1.48,1.800,0.65,-0.13,-1.03,1.800,0.61,0.20,0.67,1.800,0.59,0.09,1.49,1.800,0.65,0.21,-1.36,1.800,0.59,-0.13,1.18,1.800,0.59,0.18,1.35,1.800,0.59,-0.14,1.27,1.800,0.67,-0.02,-1.85,1.800,0.63,0.26,-0.28,1.800,0.59,-0.06,1.38,1.800,0.58,-0.18,1.63,1.800,0.65,0.22,-1.35,1.800,0.59,0.10,1.59
1.840,0.58,-0.26,1.67,1.840,0.59,-0.21,1.71,1.840,0.59,0.07,1.50,1.840,0.59,-0.15,1.33,1.840,0.64,-0.17,-0.90,1.840,0.66,0.00,-1.61,1.840,0.64,-0.16,-0.84,1.840,0.61,0.22,0.29,1.840,0.59,0.14,1.25,1.840,0.66,0.14,-1.68,1.840,0.59,-0.07,1.35,1.840,0.60,0.23,0.97,1.840,0.59,-0.08,1.47,1.840,0.66,-0.10,-1.64,1.840,0.64,0.23,-0.74,1.840,0.59,-3.48E-4,1.43,1.840,0.58,-0.11,1.89,1.840,0.66,0.16,-1.69,1.840,0.59,0.16,1.30
1.880,0.57,-0.18,2.06,1.880,0.57,-0.11,2.31,1.880,0.59,0.13,1.31,1.880,0.59,-0.09,1.53,1.880,0.64,-0.20,-0.55,1.880,0.66,-0.07,-1.62,1.880,0.63,-0.20,-0.56,1.880,0.62,0.22,-0.10,1.880,0.60,0.19,0.95,1.880,0.66,0.06,-1.79,1.880,0.59,-0.02,1.43,1.880,0.61,0.26,0.54,1.880,0.59,-0.01,1.58,1.880,0.66,-0.16,-1.31,1.880,0.65,0.19,-1.09,1.880,0.59,0.06,1.37,1.880,0.58,-0.02,1.99,1.880,0.67,0.08,-1.89,1.880,0.60,0.21,0.88
1.920,0.57,-0.09,2.29,1.920,0.58,0.00,2.07,1.920,0.60,0.18,1.03,1.920,0.58,-0.02,1.61,1.920,0.63,-0.21,-0.19,1.920,0.65,-0.13,-1.47,1.920,0.63,-0.22,-0.14,1.920,0.63,0.21,-0.47,1.920,0.61,0.22,0.62,1.920,0.67,-0.01,-1.74,1.920,0.59,0.04,1.40,1.920,0.62,0.27,0.07,1.920,0.59,0.05,1.57,1.920,0.65,-0.20,-1.05,1.920,0.65,0.14,-1.33,1.920,0.59,0.11,1.23,1.920,0.58,0.06,1.94,1.920,0.67,0.00,-1.95,1.920,0.61,0.23,0.45
1.960,0.57,0.01,2.36,1.960,0.58,0.08,1.52,1.960,0.60,0.21,0.69,1.960,0.58,0.04,1.58,1.960,0.62,-0.21,0.17,1.960,0.65,-0.19,-1.14,1.960,0.61,-0.21,0.37,1.960,0.64,0.18,-0.81,1.960,0.62,0.24,0.17,1.960,0.66,-0.08,-1.69,1.960,0.59,0.10,1.27,1.960,0.63,0.27,-0.44,1.960,0.59,0.12,1.42,1.960,0.64,-0.24,-0.88,1.960,0.66,0.09,-1.50,1.960,0.60,0.16,1.01,1.960,0.58,0.13,1.74,1.960,0.67,-0.08,-1.88,1.960,0.62,0.24,0.06
2.000,0.57,0.10,2.26,2.000,0.58,0.09,1.32,2.000,0.61,0.23,0.29,2.000,0.59,0.11,1.44,2.000,0.61,-0.20,0.52,2.000,0.64,-0.23,-0.66,2.000,0.61,-0.18,0.76,2.000,0.65,0.14,-1.10,2.000,0.63,0.24,-0.41,2.000,0.66,-0.14,-1.64,2.000,0.60,0.15,1.06,2.000,0.64,0.24,-0.90,2.000,0.60,0.17,1.08,2.000,0.63,-0.28,-0.50,2.000,0.66,0.02,-1.60,2.000,0.61,0.19,0.71,2.000,0.59,0.20,1.44,2.000,0.66,-0.15,-1.67,2.000,0.63,0.24,-0.31
2.040,0.57,0.19,1.98,2.040,0.59,0.16,1.53,2.040,0.62,0.24,-0.13,2.040,0.59,0.16,1.20,2.040,0.60,-0.17,0.86,2.040,0.63,-0.24,-0.13,2.040,0.60,-0.14,1.00,2.040,0.65,0.09,-1.32,2.040,0.64,0.21,-0.90,2.040,0.65,-0.21,-1.40,2.040,0.60,0.18,0.78,2.040,0.65,0.19,-1.24,2.040,0.61,0.21,0.66,2.040,0.62,-0.29,0.18,2.040,0.66,-0.04,-1.60,2.040,0.61,0.22,0.31,2.040,0.60,0.25,1.08,2.040,0.65,-0.21,-1.34,2.040,0.64,0.22,-0.70
2.080,0.58,0.27,1.56,2.080,0.59,0.24,1.55,2.080,0.63,0.22,-0.56,2.080,0.60,0.21,0.87,2.080,0.60,-0.13,1.15,2.080,0.62,-0.24,0.34,2.080,0.60,-0.10,1.15,2.080,0.65,0.03,-1.40,2.080,0.65,0.15,-1.13,2.080,0.64,-0.27,-0.89,2.080,0.61,0.21,0.40,2.080,0.66,0.13,-1.47,2.080,0.61,0.22,0.32,2.080,0.61,-0.26,0.88,2.080,0.66,-0.11,-1.48,2.080,0.62,0.22,-0.12,2.080,0.61,0.29,0.63,2.080,0.64,-0.26,-0.91,2.080,0.65,0.18,-1.07
2.120,0.60,0.32,1.02,2.120,0.61,0.31,0.83,2.120,0.64,0.19,-0.93,2.120,0.61,0.23,0.47,2.120,0.59,-0.07,1.31,2.120,0.61,-0.21,0.69,2.120,0.59,-0.05,1.28,2.120,0.65,-0.03,-1.35,2.120,0.65,0.11,-1.17,2.120,0.63,-0.29,-0.25,2.120,0.62,0.22,-0.07,2.120,0.66,0.07,-1.63,2.120,0.62,0.23,-0.01,2.120,0.60,-0.21,1.32,2.120,0.65,-0.17,-1.23,2.120,0.63,0.21,-0.51,2.120,0.62,0.31,0.07,2.120,0.63,-0.29,-0.42,2.120,0.65,0.13,-1.34
2.160,0.61,0.35,0.42,2.160,0.62,0.32,-0.05,2.160,0.65,0.15,-1.22,2.160,0.62,0.24,0.03,2.160,0.59,-0.02,1.34,2.160,0.60,-0.18,0.96,2.160,0.59,0.00,1.35,2.160,0.65,-0.08,-1.21,2.160,0.65,0.06,-1.24,2.160,0.62,-0.28,0.31,2.160,0.63,0.21,-0.51,2.160,0.66,0.00,-1.76,2.160,0.63,0.22,-0.37,2.160,0.59,-0.15,1.48,2.160,0.64,-0.21,-0.88,2.160,0.64,0.18,-0.84,2.160,0.63,0.30,-0.56,2.160,0.62,-0.29,0.11,2.160,0.66,0.07,-1.49
2.200,0.63,0.35,-0.20,2.200,0.63,0.28,-0.64,2.200,0.65,0.09,-1.42,2.200,0.63,0.24,-0.38,2.200,0.59,0.03,1.30,2.200,0.59,-0.14,1.20,2.200,0.59,0.06,1.30,2.200,0.65,-0.12,-1.07,2.200,0.66,0.01,-1.38,2.200,0.61,-0.26,0.75,2.200,0.64,0.17,-0.82,2.200,0.66,-0.07,-1.77,2.200,0.64,0.20,-0.80,2.200,0.58,-0.09,1.58,2.200,0.63,-0.24,-0.46,2.200,0.65,0.14,-1.07,2.200,0.65,0.26,-1.09,2.200,0.61,-0.28,0.62,2.200,0.66,0.01,-1.54
2.240,0.64,0.33,-0.81,2.240,0.64,0.25,-0.93,2.240,0.66,0.03,-1.53,2.240,0.64,0.21,-0.73,2.240,0.59,0.08,1.26,2.240,0.59,-0.08,1.41,2.240,0.60,0.11,1.13,2.240,0.64,-0.16,-0.90,2.240,0.66,-0.05,-1.46,2.240,0.60,-0.22,1.13,2.240,0.64,0.14,-1.00,2.240,0.66,-0.15,-1.64,2.240,0.65,0.16,-1.17,2.240,0.58,-0.03,1.69,2.240,0.62,-0.25,-0.02,2.240,0.65,0.09,-1.21,2.240,0.65,0.20,-1.48,2.240,0.60,-0.24,1.08,2.240,0.66,-0.05,-1.53
2.280,0.65,0.29,-1.36,2.280,0.65,0.22,-1.26,2.280,0.66,-0.03,-1.51,2.280,0.65,0.18,-1.05,2.280,0.60,0.14,1.15,2.280,0.59,-0.02,1.52,2.280,0.60,0.15,0.88,2.280,0.63,-0.20,-0.60,2.280,0.65,-0.11,-1.35,2.280,0.59,-0.17,1.45,2.280,0.65,0.09,-1.15,2.280,0.65,-0.21,-1.29,2.280,0.66,0.10,-1.42,2.280,0.58,0.05,1.74,2.280,0.61,-0.24,0.39,2.280,0.65,0.04,-1.26,2.280,0.66,0.14,-1.77,2.280,0.59,-0.19,1.47,2.280,0.66,-0.11,-1.43
2.320,0.66,0.22,-1.81,2.320,0.66,0.16,-1.73,2.320,0.65,-0.10,-1.39,2.320,0.65,0.13,-1.37,2.320,0.60,0.18,0.87,2.320,0.59,0.04,1.50,2.320,0.61,0.18,0.56,2.320,0.63,-0.22,-0.18,2.320,0.65,-0.16,-1.04,2.320,0.58,-0.10,1.69,2.320,0.65,0.04,-1.28,2.320,0.64,-0.26,-0.76,2.320,0.66,0.04,-1.54,2.320,0.59,0.12,1.62,2.320,0.60,-0.22,0.77,2.320,0.65,-0.01,-1.34,2.320,0.67,0.06,-1.95,2.320,0.58,-0.12,1.75,2.320,0.65,-0.18,-1.18
2.360,0.67,0.14,-2.13,2.360,0.66,0.07,-2.00,2.360,0.65,-0.15,-1.16,2.360,0.66,0.07,-1.64,2.360,0.61,0.21,0.44,2.360,0.59,0.10,1.33,2.360,0.62,0.20,0.19,2.360,0.62,-0.21,0.27,2.360,0.64,-0.20,-0.65,2.360,0.58,-0.03,1.82,2.360,0.65,-0.01,-1.34,2.360,0.63,-0.27,-0.20,2.360,0.66,-0.03,-1.53,2.360,0.59,0.18,1.31,2.360,0.59,-0.18,1.13,2.360,0.65,-0.06,-1.45,2.360,0.67,-0.02,-1.99,2.360,0.58,-0.05,1.90,2.360,0.64,-0.21,-0.79
2.400,0.67,0.05,-2.29,2.400,0.67,-0.02,-1.99,2.400,0.64,-0.19,-0.85,2.400,0.66,-0.01,-1.76,2.400,0.62,0.22,-5.79E-5,2.400,0.60,0.15,1.08,2.400,0.62,0.20,-0.17,2.400,0.61,-0.19,0.64,2.400,0.63,-0.21,-0.28,2.400,0.58,0.05,1.81,2.400,0.65,-0.07,-1.27,2.400,0.62,-0.26,0.29,2.400,0.66,-0.09,-1.41,2.400,0.60,0.23,0.90,2.400,0.59,-0.12,1.43,2.400,0.65,-0.13,-1.42,2.400,0.66,-0.11,-1.81,2.400,0.58,0.03,1.90,2.400,0.63,-0.24,-0.34
2.440,0.67,-0.05,-2.27,2.440,0.66,-0.09,-1.77,2.440,0.63,-0.22,-0.49,2.440,0.66,-0.08,-1.64,2.440,0.63,0.21,-0.39,2.440,0.60,0.19,0.79,2.440,0.63,0.18,-0.47,2.440,0.60,-0.16,0.93,2.440,0.62,-0.22,0.05,2.440,0.58,0.12,1.63,2.440,0.65,-0.12,-1.06,2.440,0.61,-0.25,0.70,2.440,0.65,-0.14,-1.20,2.440,0.61,0.25,0.47,2.440,0.58,-0.06,1.62,2.440,0.64,-0.19,-1.06,2.440,0.66,-0.17,-1.48,2.440,0.58,0.11,1.75,2.440,0.62,-0.24,0.04
2.480,0.67,-0.14,-2.08,2.480,0.66,-0.16,-1.49,2.480,0.62,-0.23,-0.09,2.480,0.65,-0.14,-1.34,2.480,0.64,0.19,-0.74,2.480,0.61,0.22,0.45,2.480,0.64,0.16,-0.69,2.480,0.60,-0.12,1.18,2.480,0.61,-0.21,0.39,2.480,0.59,0.18,1.31,2.480,0.64,-0.15,-0.82,2.480,0.60,-0.21,1.09,2.480,0.64,-0.18,-0.88,2.480,0.62,0.26,0.02,2.480,0.58,0.01,1.66,2.480,0.63,-0.22,-0.47,2.480,0.65,-0.22,-1.11,2.480,0.59,0.18,1.49,2.480,0.61,-0.23,0.45
2.520,0.66,-0.22,-1.76,2.520,0.65,-0.21,-1.17,2.520,0.61,-0.22,0.33,2.520,0.65,-0.19,-0.97,2.520,0.65,0.15,-1.02,2.520,0.62,0.23,0.03,2.520,0.65,0.13,-0.92,2.520,0.59,-0.06,1.37,2.520,0.60,-0.19,0.73,2.520,0.60,0.23,0.92,2.520,0.63,-0.18,-0.58,2.520,0.59,-0.16,1.40,2.520,0.64,-0.22,-0.47,2.520,0.63,0.26,-0.42,2.520,0.59,0.08,1.55,2.520,0.62,-0.23,0.07,2.520,0.64,-0.26,-0.72,2.520,0.59,0.23,1.12,2.520,0.60,-0.21,0.86
2.560,0.65,-0.28,-1.31,2.560,0.64,-0.25,-0.77,2.560,0.61,-0.20,0.72,2.560,0.64,-0.22,-0.58,2.560,0.65,0.10,-1.23,2.560,0.63,0.22,-0.43,2.560,0.65,0.09,-1.17,2.560,0.59,0.00,1.43,2.560,0.60,-0.15,1.04,2.560,0.61,0.26,0.49,2.560,0.63,-0.20,-0.31,2.560,0.59,-0.09,1.58,2.560,0.63,-0.22,-0.10,2.560,0.64,0.23,-0.82,2.560,0.59,0.14,1.35,2.560,0.62,-0.21,0.43,2.560,0.63,-0.28,-0.26,2.560,0.61,0.27,0.67,2.560,0.60,-0.16,1.23
2.600,0.64,-0.33,-0.75,2.600,0.63,-0.28,-0.31,2.600,0.60,-0.17,1.05,2.600,0.63,-0.24,-0.20,2.600,0.65,0.05,-1.30,2.600,0.64,0.19,-0.78,2.600,0.65,0.03,-1.38,2.600,0.59,0.06,1.33,2.600,0.59,-0.10,1.27,2.600,0.62,0.27,0.02,2.600,0.62,-0.21,0.06,2.600,0.58,-0.03,1.63,2.600,0.62,-0.22,0.19,2.600,0.65,0.19,-1.18,2.600,0.60,0.19,1.09,2.600,0.61,-0.19,0.69,2.600,0.62,-0.28,0.26,2.600,0.62,0.29,0.17,2.600,0.59,-0.11,1.48
2.640,0.63,-0.35,-0.13,2.640,0.62,-0.28,0.17,2.640,0.59,-0.12,1.29,2.640,0.62,-0.24,0.20,2.640,0.65,-0.01,-1.24,2.640,0.65,0.15,-0.98,2.640,0.65,-0.03,-1.40,2.640,0.60,0.11,1.10,2.640,0.59,-0.04,1.39,2.640,0.63,0.26,-0.46,2.640,0.61,-0.20,0.49,2.640,0.58,0.04,1.57,2.640,0.61,-0.21,0.53,2.640,0.66,0.13,-1.48,2.640,0.60,0.22,0.75,2.640,0.60,-0.16,0.94,2.640,0.61,-0.26,0.75,2.640,0.63,0.28,-0.33,2.640,0.59,-0.04,1.59
2.680,0.61,-0.34,0.48,2.680,0.61,-0.26,0.65,2.680,0.59,-0.06,1.42,2.680,0.61,-0.22,0.60,2.680,0.65,-0.05,-1.14,2.680,0.65,0.11,-1.14,2.680,0.65,-0.09,-1.23,2.680,0.60,0.14,0.84,2.680,0.59,0.01,1.41,2.680,0.64,0.23,-0.89,2.680,0.60,-0.17,0.87,2.680,0.59,0.10,1.44,2.680,0.60,-0.18,1.02,2.680,0.66,0.07,-1.73,2.680,0.61,0.25,0.31,2.680,0.59,-0.11,1.18,2.680,0.60,-0.22,1.15,2.680,0.64,0.26,-0.79,2.680,0.59,0.03,1.58
2.720,0.60,-0.31,1.05,2.720,0.60,-0.23,1.03,2.720,0.59,-4.02E-4,1.47,2.720,0.60,-0.19,0.96,2.720,0.65,-0.10,-1.05,2.720,0.65,0.07,-1.36,2.720,0.65,-0.13,-0.98,2.720,0.61,0.17,0.62,2.720,0.59,0.07,1.32,2.720,0.65,0.18,-1.23,2.720,0.60,-0.12,1.13,2.720,0.59,0.16,1.26,2.720,0.59,-0.13,1.44,2.720,0.66,-0.01,-1.86,2.720,0.63,0.25,-0.17,2.720,0.59,-0.06,1.34,2.720,0.59,-0.17,1.47,2.720,0.65,0.22,-1.22,2.720,0.59,0.09,1.44
2.760,0.59,-0.25,1.55,2.760,0.59,-0.17,1.33,2.760,0.59,0.06,1.42,2.760,0.59,-0.14,1.25,2.760,0.65,-0.14,-0.99,2.760,0.66,0.00,-1.57,2.760,0.64,-0.16,-0.71,2.760,0.61,0.19,0.39,2.760,0.59,0.12,1.14,2.760,0.66,0.13,-1.43,2.760,0.59,-0.07,1.29,2.760,0.60,0.20,1.03,2.760,0.59,-0.05,1.54,2.760,0.66,-0.09,-1.80,2.760,0.64,0.23,-0.62,2.760,0.59,0.00,1.38,2.760,0.58,-0.10,1.72,2.760,0.66,0.16,-1.59,2.760,0.59,0.14,1.21
